Sample
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-2
0
-2
-2
-2
-2
0
-2
-2
0
-2
-2
0
-2
-2
0
2
-2
-2
2
-8
-2
428
-8
200
428
924
200
352
924
-198
352
810
-198
256
810
-174
256
1546
-174
-250
1546
1550
-250
1282
1550
-602
1282
2888
-602
-412
2888
762
-412
862
762
-1090
862
2114
-1090
60
2114
1456
60
1688
1456
-346
1688
590
-346
116
590
-42
116
-118
-42
652
-118
-362
652
1018
-362
328
1018
168
328
1794
168
-672
1794
2066
-672
836
2066
-60
836
880
-60
-962
880
1194
-962
-54
1194
986
-54
1520
986
318
1520
470
318
-526
470
832
-526
-1162
832
692
-1162
-16
692
-404
-16
1664
-404
-1148
1664
2056
-1148
6
2056
456
6
2144
456
-1372
2144
1330
-1372
-1178
1330
404
-1178
776
404
-382
776
2242
-382
-28
2242
998
-28
-798
998
154
-798
176
154
-1442
176
1648
-1442
-1436
1648
1272
-1436
220
1272
-408
220
2162
-408
-1200
2162
2180
-1200
-474
2180
-64
-474
312
-64
-1598
312
1848
-1598
-1122
1848
1500
-1122
960
1500
-334
960
938
-334
-2120
938
1282
-2120
-1592
1282
-656
-1592
1014
-656
-1664
1014
1800
-1664
-1278
1800
732
-1278
650
732
-702
650
1850
-702
-1890
1850
702
-1890
-904
702
-778
-904
1286
-778
-1094
1286
1796
-1094
98
1796
32
98
42
32
-1866
42
940
-1866
-1620
940
-604
-1620
444
-604
-760
444
808
-760
-798
808
604
-798
24
604
70
24
772
70
-1396
772
104
-1396
-1086
104
-522
-1086
254
-522
-472
254
1108
-472
-80
1108
-68
-80
-506
-68
-1834
-506
-122
-1834
-914
-122
-1208
-914
128
-1208
-506
128
190
-506
-622
190
-84
-622
448
-84
-620
448
394
-620
-632
394
-1018
-632
-568
-1018
-730
-568
-78
-730
-234
-78
650
-234
378
650
-634
378
-656
-634
-1210
-656
-1460
-1210
-452
-1460
-756
-452
-626
-756
-278
-626
-298
-278
-284
-298
-764
-284
178
-764
-80
178
-458
-80
-478
-458
-982
-478
-768
-982
-1092
-768
-424
-1092
-46
-424
10
-46
228
10
-364
228
-928
-364
-1026
-928
-1394
-1026
-1264
-1394
-398
-1264
-770
-398
-368
-770
-584
-368
-378
-584
-430
-378
-698
-430
262
-698
-470
262
-372
-470
-940
-372
-972
-940
-668
-972
-1122
-668
-228
-1122
-432
-228
108
-432
-218
108
-882
-218
-854
-882
-1342
-854
-1292
-1342
-1366
-1292
-586
-1366
-514
-586
-654
-514
-560
-654
-568
-560
-468
-568
-496
-468
-298
-496
-430
-298
-666
-430
-884
-666
-1050
-884
-1054
-1050
-844
-1054
-678
-844
-414
-678
-224
-414
-548
-224
-670
-548
-1396
-670
-1142
-1396
-1516
-1142
-1432
-1516
-480
-1432
-800
-480
-500
-800
-992
-500
-854
-992
-662
-854
-838
-662
-328
-838
-852
-328
-694
-852
-1022
-694
-1224
-1022
-1188
-1224
-1404
-1188
-798
-1404
-804
-798
-570
-804
-658
-570
-924
-658
-1104
-924
-1452
-1104
-1490
-1452
-1502
-1490
-882
-1502
-792
-882
-814
-792
-1002
-814
-1100
-1002
-660
-1100
-868
-660
-352
-868
-728
-352
-930
-728
-962
-930
-1454
-962
-1172
-1454
-1516
-1172
-1178
-1516
-750
-1178
-760
-750
-744
-760
